timestamp,lat,lon,area_km2,u_wind,v_wind,u_current,v_current
2024-01-01 00:00:00,-65.0,-60.0,400.06692392278757,0.2437736638035451,2.691532253463999,0.2085982565339895,0.14237387337738205
2024-01-01 06:00:00,-64.96477403429353,-59.8833696185673,399.8968882747694,0.41948843532945046,3.3105380544872887,0.25842010850565306,0.16880430075664837
2024-01-01 12:00:00,-64.9107492663297,-59.766080679707756,399.3243443282214,3.072496911644745,2.921917247604503,0.18465679874956614,0.19853142265675028
2024-01-01 18:00:00,-64.88839836642568,-59.62093056202335,398.8985774568203,4.384375771029346,3.344458653390112,0.20727313498327116,0.09379533601115037
2024-01-02 00:00:00,-64.87894296344432,-59.49757073405483,398.2815424985026,3.1414538674167156,2.3808087782216205,0.39380275306260915,0.13793880287476895
2024-01-02 06:00:00,-64.8569751253502,-59.30184213908666,397.6304202241533,4.615110644002526,1.4116549718904106,0.22828437507279103,0.2150266705008349
2024-01-02 12:00:00,-64.80195881925485,-59.146359599056865,396.7965755051356,6.574408277533408,1.6825090300958299,0.24170554369053437,0.09985240720576193
2024-01-02 18:00:00,-64.78209193980673,-58.96405055554676,396.3256659128229,6.875058119632078,-1.0660389911524608,0.3908350809389154,0.09132963806432304
2024-01-03 00:00:00,-64.76846832875263,-58.72665566726013,395.4702047560672,7.595011204357797,-1.2508926541062448,0.4452306985699278,0.13732252401502357
2024-01-03 06:00:00,-64.76590511640002,-58.50800644857149,395.06988032696125,7.219071582702238,-2.0862161773842587,0.24092548480430923,0.1635718086805081
2024-01-03 12:00:00,-64.76040791987906,-58.3368811330931,394.79546642829496,8.703518379890262,-2.2295499969414263,0.27915869205711347,0.11547796924587966
2024-01-03 18:00:00,-64.75129404747489,-58.17314345338147,394.3054258504661,8.523740273104261,-3.544577611088531,0.3112665044126498,0.17434899957264713
2024-01-04 00:00:00,-64.73859569417273,-57.97118940125938,393.61955123039945,7.661276688410202,-2.400474075184757,0.37580793814947133,0.14320929008215508
2024-01-04 06:00:00,-64.72241688248407,-57.78111739388493,393.15574090419204,8.02984515908137,-3.4801198720557753,0.23380473463053805,0.13444022464335184
2024-01-04 12:00:00,-64.7190751176105,-57.61323192356846,392.46313898752817,6.846143428801216,-4.791419018867607,0.2632787622880737,0.11158476058681668
2024-01-04 18:00:00,-64.71856320459854,-57.473109754369204,392.14380312516766,4.96942027918579,-4.6506617849051946,0.30546218330580743,0.19138265501730428
2024-01-05 00:00:00,-64.701059306339,-57.33873619099825,390.9943812999031,4.997282645605785,-3.716302792841211,0.27808743261812113,0.05549758757505941
2024-01-05 06:00:00,-64.70081419935585,-57.16874077934827,390.29369908946757,2.8648179172531756,-3.327844457752846,0.22604624253750422,-0.043985125590938916
2024-01-05 12:00:00,-64.71579188237878,-57.04818330355569,389.09645549093034,3.174896196045398,-2.3337402988021507,0.22547491077747436,0.12656526723209918
2024-01-05 18:00:00,-64.71835938673183,-56.94210795566423,388.0479372418622,1.2115349915328455,-1.4360169949817565,0.1496021917868312,0.0134033127921089
2024-01-06 00:00:00,-64.74364513720185,-56.83606840736337,387.8570959108064,-0.1478898908362075,-3.178802700940694,0.1915554536595085,0.03144124886719121
2024-01-06 06:00:00,-64.73807525279912,-56.7692095457582,387.5256514053978,-1.796219355844999,-3.9587480425477275,0.17427066816858797,0.08115680373317437
2024-01-06 12:00:00,-64.72166655592346,-56.71432231201979,386.70980733541245,-1.494102884060351,-4.45155692501214,0.1824105191297442,-0.07487805254757111
2024-01-06 18:00:00,-64.75885201953763,-56.6493509318305,385.65905629860015,-3.755547583571415,-2.0429394233226947,0.12541551539174864,-0.06781728521068207
2024-01-07 00:00:00,-64.7922224158205,-56.6410219741411,384.1696976472477,-5.04494427607027,-2.363072657738219,0.1583923674405198,-0.09574316634609069
2024-01-07 06:00:00,-64.81153419789203,-56.60370831723225,383.40664899486785,-5.938561089882963,-1.4584439327145517,0.1664279899063402,-0.06575404115131074
2024-01-07 12:00:00,-64.81295192594784,-56.58991806917922,383.53277349854204,-6.0462886065568995,-1.001544156368027,0.10397629514664634,-0.01430645403910049
2024-01-07 18:00:00,-64.79438038498593,-56.60129617649642,383.0632387799812,-6.835696942015679,0.0023958385610712424,0.09373657867579865,-0.02014315701560355
2024-01-08 00:00:00,-64.78511902581383,-56.58028342128145,382.2953670941663,-7.2782660410844375,1.5918756125365612,0.058379466031571264,-0.04237728004595912
2024-01-08 06:00:00,-64.78302444341443,-56.62886185970595,381.83489115701644,-7.556849922354795,1.4705942782161134,0.03502738818937773,-0.13639396621297994
